sparsity_dict: {'0-self_attn.q_proj': 0.525, '0-self_attn.k_proj': 0.5, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.525, '0-mlp.up_proj': 0.525, '0-mlp.down_proj': 0.45, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.525, '1-self_attn.v_proj': 0.525, '1-self_attn.o_proj': 0.5, '1-mlp.gate_proj': 0.5, '1-mlp.up_proj': 0.5, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.525, '2-self_attn.o_proj': 0.525, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.45, '3-self_attn.v_proj': 0.55, '3-self_attn.o_proj': 0.5, '3-mlp.gate_proj': 0.55, '3-mlp.up_proj': 0.525, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.47500000000000003, '4-self_attn.k_proj': 0.55, '4-self_attn.v_proj': 0.47500000000000003, '4-self_attn.o_proj': 0.45, '4-mlp.gate_proj': 0.47500000000000003, '4-mlp.up_proj': 0.5, '4-mlp.down_proj': 0.45, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.47500000000000003, '5-self_attn.v_proj': 0.525, '5-self_attn.o_proj': 0.47500000000000003, '5-mlp.gate_proj': 0.55, '5-mlp.up_proj': 0.47500000000000003, '5-mlp.down_proj': 0.55, '6-self_attn.q_proj': 0.55, '6-self_attn.k_proj': 0.55, '6-self_attn.v_proj': 0.45, '6-self_attn.o_proj': 0.45, '6-mlp.gate_proj': 0.55, '6-mlp.up_proj': 0.5, '6-mlp.down_proj': 0.5, '7-self_attn.q_proj': 0.55, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.47500000000000003, '7-mlp.down_proj': 0.525},total_sparsity:0.5032059585492228,loss: 8.9963960647583
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.55, '0-self_attn.v_proj': 0.5, '0-self_attn.o_proj': 0.47500000000000003, '0-mlp.gate_proj': 0.47500000000000003, '0-mlp.up_proj': 0.45, '0-mlp.down_proj': 0.525, '1-self_attn.q_proj': 0.47500000000000003, '1-self_attn.k_proj': 0.45, '1-self_attn.v_proj': 0.5, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.525, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.5, '2-self_attn.q_proj': 0.5, '2-self_attn.k_proj': 0.5, '2-self_attn.v_proj': 0.45, '2-self_attn.o_proj': 0.47500000000000003, '2-mlp.gate_proj': 0.525, '2-mlp.up_proj': 0.45, '2-mlp.down_proj': 0.525, '3-self_attn.q_proj': 0.47500000000000003, '3-self_attn.k_proj': 0.525, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.55, '3-mlp.down_proj': 0.45, '4-self_attn.q_proj': 0.45, '4-self_attn.k_proj': 0.47500000000000003, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.47500000000000003, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.45, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.47500000000000003, '5-self_attn.k_proj': 0.47500000000000003, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.525, '5-mlp.up_proj': 0.5, '5-mlp.down_proj': 0.47500000000000003, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.47500000000000003, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.55, '6-mlp.gate_proj': 0.525, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.5, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.45, '7-mlp.up_proj': 0.47500000000000003, '7-mlp.down_proj': 0.5},total_sparsity:0.4981703367875648,loss: 8.957366943359375
sparsity_dict: {'0-self_attn.q_proj': 0.47500000000000003, '0-self_attn.k_proj': 0.525, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.47500000000000003, '0-mlp.gate_proj': 0.47500000000000003, '0-mlp.up_proj': 0.525, '0-mlp.down_proj': 0.525, '1-self_attn.q_proj': 0.5, '1-self_attn.k_proj': 0.45, '1-self_attn.v_proj': 0.5, '1-self_attn.o_proj': 0.47500000000000003, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.5, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.45, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.525, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.55, '3-self_attn.q_proj': 0.47500000000000003, '3-self_attn.k_proj': 0.47500000000000003, '3-self_attn.v_proj': 0.47500000000000003, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.5, '3-mlp.up_proj': 0.525, '3-mlp.down_proj': 0.5, '4-self_attn.q_proj': 0.47500000000000003, '4-self_attn.k_proj': 0.47500000000000003, '4-self_attn.v_proj': 0.5, '4-self_attn.o_proj': 0.525, '4-mlp.gate_proj': 0.525, '4-mlp.up_proj': 0.47500000000000003, '4-mlp.down_proj': 0.45, '5-self_attn.q_proj': 0.525, '5-self_attn.k_proj': 0.47500000000000003, '5-self_attn.v_proj': 0.525, '5-self_attn.o_proj': 0.47500000000000003, '5-mlp.gate_proj': 0.525, '5-mlp.up_proj': 0.525, '5-mlp.down_proj': 0.47500000000000003, '6-self_attn.q_proj': 0.47500000000000003, '6-self_attn.k_proj': 0.525, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.525, '6-mlp.gate_proj': 0.5, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.525, '7-self_attn.q_proj': 0.5, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.47500000000000003, '7-mlp.gate_proj': 0.47500000000000003, '7-mlp.up_proj': 0.47500000000000003, '7-mlp.down_proj': 0.47500000000000003},total_sparsity:0.49653497409326425,loss: 8.867602348327637
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.525, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.55, '0-mlp.gate_proj': 0.5, '0-mlp.up_proj': 0.47500000000000003, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.5, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.47500000000000003, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.5, '1-mlp.down_proj': 0.45, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.45, '2-self_attn.v_proj': 0.47500000000000003, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.55, '2-mlp.up_proj': 0.525, '2-mlp.down_proj': 0.55, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.47500000000000003, '3-self_attn.v_proj': 0.47500000000000003, '3-self_attn.o_proj': 0.47500000000000003, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.525, '3-mlp.down_proj': 0.5, '4-self_attn.q_proj': 0.47500000000000003, '4-self_attn.k_proj': 0.5, '4-self_attn.v_proj': 0.5, '4-self_attn.o_proj': 0.525, '4-mlp.gate_proj': 0.525, '4-mlp.up_proj': 0.525, '4-mlp.down_proj': 0.45, '5-self_attn.q_proj': 0.525, '5-self_attn.k_proj': 0.47500000000000003, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.47500000000000003, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '5-mlp.down_proj': 0.47500000000000003, '6-self_attn.q_proj': 0.47500000000000003, '6-self_attn.k_proj': 0.525, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.525, '6-mlp.gate_proj': 0.5, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.525, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.47500000000000003, '7-mlp.gate_proj': 0.47500000000000003, '7-mlp.up_proj': 0.5, '7-mlp.down_proj': 0.47500000000000003},total_sparsity:0.4974902849740932,loss: 8.856189727783203
sparsity_dict: {'0-self_attn.q_proj': 0.525, '0-self_attn.k_proj': 0.55, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.55, '0-mlp.gate_proj': 0.5, '0-mlp.up_proj': 0.47500000000000003, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.5, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.45, '1-mlp.up_proj': 0.525, '1-mlp.down_proj': 0.45, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.45, '2-self_attn.v_proj': 0.47500000000000003, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.55, '2-mlp.up_proj': 0.525, '2-mlp.down_proj': 0.55, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.47500000000000003, '3-self_attn.v_proj': 0.47500000000000003, '3-self_attn.o_proj': 0.47500000000000003, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.525, '4-self_attn.q_proj': 0.525, '4-self_attn.k_proj': 0.5, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.525, '4-mlp.gate_proj': 0.5, '4-mlp.up_proj': 0.525, '4-mlp.down_proj': 0.45, '5-self_attn.q_proj': 0.525, '5-self_attn.k_proj': 0.525, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.47500000000000003, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.525, '6-self_attn.q_proj': 0.47500000000000003, '6-self_attn.k_proj': 0.525, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.525, '6-mlp.gate_proj': 0.5, '6-mlp.up_proj': 0.5, '6-mlp.down_proj': 0.525, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.47500000000000003, '7-mlp.gate_proj': 0.47500000000000003, '7-mlp.up_proj': 0.5, '7-mlp.down_proj': 0.47500000000000003},total_sparsity:0.5000971502590674,loss: 8.891656875610352
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.525, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.55, '0-mlp.gate_proj': 0.5, '0-mlp.up_proj': 0.47500000000000003, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.47500000000000003, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.5, '1-mlp.down_proj': 0.45, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.45, '2-self_attn.v_proj': 0.47500000000000003, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.55, '2-mlp.up_proj': 0.525, '2-mlp.down_proj': 0.55, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.47500000000000003, '3-self_attn.v_proj': 0.47500000000000003, '3-self_attn.o_proj': 0.47500000000000003, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.525, '3-mlp.down_proj': 0.525, '4-self_attn.q_proj': 0.47500000000000003, '4-self_attn.k_proj': 0.5, '4-self_attn.v_proj': 0.47500000000000003, '4-self_attn.o_proj': 0.525, '4-mlp.gate_proj': 0.45, '4-mlp.up_proj': 0.525, '4-mlp.down_proj': 0.5, '5-self_attn.q_proj': 0.47500000000000003, '5-self_attn.k_proj': 0.45, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.45, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.525, '6-self_attn.v_proj': 0.525, '6-self_attn.o_proj': 0.525, '6-mlp.gate_proj': 0.55, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.525, '7-self_attn.q_proj': 0.45, '7-self_attn.k_proj': 0.55, '7-self_attn.v_proj': 0.5, '7-self_attn.o_proj': 0.45, '7-mlp.gate_proj': 0.45, '7-mlp.up_proj': 0.5, '7-mlp.down_proj': 0.47500000000000003},total_sparsity:0.4965511658031089,loss: 8.859002113342285
sparsity_dict: {'0-self_attn.q_proj': 0.525, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.5, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.5, '0-mlp.up_proj': 0.45, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.47500000000000003, '1-self_attn.k_proj': 0.55, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.45, '1-mlp.up_proj': 0.55, '1-mlp.down_proj': 0.5, '2-self_attn.q_proj': 0.45, '2-self_attn.k_proj': 0.525, '2-self_attn.v_proj': 0.47500000000000003, '2-self_attn.o_proj': 0.47500000000000003, '2-mlp.gate_proj': 0.55, '2-mlp.up_proj': 0.525, '2-mlp.down_proj': 0.525, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.47500000000000003, '3-self_attn.o_proj': 0.47500000000000003, '3-mlp.gate_proj': 0.55, '3-mlp.up_proj': 0.47500000000000003, '3-mlp.down_proj': 0.5, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.45, '4-self_attn.v_proj': 0.5, '4-self_attn.o_proj': 0.47500000000000003, '4-mlp.gate_proj': 0.525, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.45, '5-self_attn.q_proj': 0.525, '5-self_attn.k_proj': 0.5, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.45, '5-mlp.up_proj': 0.47500000000000003, '5-mlp.down_proj': 0.525, '6-self_attn.q_proj': 0.47500000000000003, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.45, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.525, '6-mlp.up_proj': 0.45, '6-mlp.down_proj': 0.525, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.5, '7-self_attn.o_proj': 0.47500000000000003, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.525},total_sparsity:0.4968911917098445,loss: 8.868765830993652
sparsity_dict: {'0-self_attn.q_proj': 0.47500000000000003, '0-self_attn.k_proj': 0.525, '0-self_attn.v_proj': 0.5, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.5, '0-mlp.up_proj': 0.45, '0-mlp.down_proj': 0.45, '1-self_attn.q_proj': 0.5, '1-self_attn.k_proj': 0.525, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.525, '1-mlp.up_proj': 0.525, '1-mlp.down_proj': 0.45, '2-self_attn.q_proj': 0.5, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.5, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.55, '2-mlp.up_proj': 0.525, '2-mlp.down_proj': 0.55, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.525, '3-mlp.down_proj': 0.47500000000000003, '4-self_attn.q_proj': 0.525, '4-self_attn.k_proj': 0.47500000000000003, '4-self_attn.v_proj': 0.47500000000000003, '4-self_attn.o_proj': 0.525, '4-mlp.gate_proj': 0.525, '4-mlp.up_proj': 0.5, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.525, '5-self_attn.k_proj': 0.525, '5-self_attn.v_proj': 0.525, '5-self_attn.o_proj': 0.45, '5-mlp.gate_proj': 0.5, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.525, '6-self_attn.o_proj': 0.525, '6-mlp.gate_proj': 0.5, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.525, '7-self_attn.k_proj': 0.55, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.45, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.47500000000000003, '7-mlp.down_proj': 0.5},total_sparsity:0.502606865284974,loss: 8.947497367858887
sparsity_dict: {'0-self_attn.q_proj': 0.525, '0-self_attn.k_proj': 0.55, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.5, '0-mlp.up_proj': 0.47500000000000003, '0-mlp.down_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.5, '1-self_attn.o_proj': 0.5, '1-mlp.gate_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.5, '2-self_attn.k_proj': 0.525, '2-self_attn.v_proj': 0.47500000000000003, '2-self_attn.o_proj': 0.525, '2-mlp.gate_proj': 0.5, '2-mlp.up_proj': 0.55, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.5, '3-self_attn.k_proj': 0.47500000000000003, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.45, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.45, '3-mlp.down_proj': 0.5, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.5, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.5, '4-mlp.gate_proj': 0.5, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.525, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.45, '5-self_attn.v_proj': 0.47500000000000003, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.5, '5-mlp.up_proj': 0.525, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.525, '6-self_attn.v_proj': 0.45, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.47500000000000003, '6-mlp.up_proj': 0.5, '6-mlp.down_proj': 0.5, '7-self_attn.q_proj': 0.45, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.47500000000000003, '7-mlp.gate_proj': 0.525, '7-mlp.up_proj': 0.525, '7-mlp.down_proj': 0.525},total_sparsity:0.5006152849740932,loss: 8.946148872375488
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.525, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.55, '0-mlp.gate_proj': 0.5, '0-mlp.up_proj': 0.47500000000000003, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.47500000000000003, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.5, '1-mlp.down_proj': 0.45, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.45, '2-self_attn.v_proj': 0.47500000000000003, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.55, '2-mlp.up_proj': 0.525, '2-mlp.down_proj': 0.55, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.47500000000000003, '3-self_attn.v_proj': 0.47500000000000003, '3-self_attn.o_proj': 0.47500000000000003, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.525, '3-mlp.down_proj': 0.525, '4-self_attn.q_proj': 0.47500000000000003, '4-self_attn.k_proj': 0.5, '4-self_attn.v_proj': 0.47500000000000003, '4-self_attn.o_proj': 0.525, '4-mlp.gate_proj': 0.45, '4-mlp.up_proj': 0.525, '4-mlp.down_proj': 0.5, '5-self_attn.q_proj': 0.47500000000000003, '5-self_attn.k_proj': 0.45, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.45, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.525, '6-self_attn.v_proj': 0.525, '6-self_attn.o_proj': 0.525, '6-mlp.gate_proj': 0.55, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.525, '7-self_attn.q_proj': 0.45, '7-self_attn.k_proj': 0.55, '7-self_attn.v_proj': 0.5, '7-self_attn.o_proj': 0.45, '7-mlp.gate_proj': 0.45, '7-mlp.up_proj': 0.5, '7-mlp.down_proj': 0.47500000000000003},total_sparsity:0.4965511658031089,loss: 8.859002113342285
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.55, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.55, '0-mlp.gate_proj': 0.47500000000000003, '0-mlp.up_proj': 0.47500000000000003, '0-mlp.down_proj': 0.5, '1-self_attn.q_proj': 0.5, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.5, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.5, '1-mlp.down_proj': 0.45, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.45, '2-self_attn.v_proj': 0.45, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.525, '2-mlp.up_proj': 0.525, '2-mlp.down_proj': 0.525, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.45, '3-self_attn.o_proj': 0.47500000000000003, '3-mlp.gate_proj': 0.55, '3-mlp.up_proj': 0.55, '3-mlp.down_proj': 0.525, '4-self_attn.q_proj': 0.47500000000000003, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.5, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.45, '4-mlp.up_proj': 0.525, '4-mlp.down_proj': 0.525, '5-self_attn.q_proj': 0.47500000000000003, '5-self_attn.k_proj': 0.47500000000000003, '5-self_attn.v_proj': 0.525, '5-self_attn.o_proj': 0.47500000000000003, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '5-mlp.down_proj': 0.525, '6-self_attn.q_proj': 0.47500000000000003, '6-self_attn.k_proj': 0.55, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.55, '6-mlp.gate_proj': 0.525, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.525, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.55, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.up_proj': 0.47500000000000003, '7-mlp.down_proj': 0.47500000000000003},total_sparsity:0.500696243523316,loss: 8.941730499267578
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.525, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.5, '0-mlp.up_proj': 0.45, '0-mlp.down_proj': 0.45, '1-self_attn.q_proj': 0.55, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.45, '1-mlp.up_proj': 0.525, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.45, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.47500000000000003, '2-self_attn.o_proj': 0.47500000000000003, '2-mlp.gate_proj': 0.55, '2-mlp.up_proj': 0.55, '2-mlp.down_proj': 0.55, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.45, '3-self_attn.v_proj': 0.47500000000000003, '3-self_attn.o_proj': 0.5, '3-mlp.gate_proj': 0.5, '3-mlp.up_proj': 0.525, '3-mlp.down_proj': 0.5, '4-self_attn.q_proj': 0.47500000000000003, '4-self_attn.k_proj': 0.5, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.525, '4-mlp.gate_proj': 0.47500000000000003, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.45, '5-self_attn.k_proj': 0.45, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.45, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.5, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.55, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.5, '7-self_attn.q_proj': 0.5, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.5, '7-self_attn.o_proj': 0.45, '7-mlp.gate_proj': 0.47500000000000003, '7-mlp.up_proj': 0.5, '7-mlp.down_proj': 0.45},total_sparsity:0.4950777202072538,loss: 8.857621192932129
